description,COMMODITY_LEAF_PREDICTED
DUAL-LITE EVCURWD4I-WM CMBO EXIT&EMG LT 93060027,899752
WIRE XHHW-3/0-RED-STR-AL-1000MSTR,899958
WIRE XHHW-3/0-BLU-STR-AL-1000MSTR,899958
WIRE XHHW-3/0-WHT-STR-AL-1000MSTR,899958
WIRE XHHW-250-GRN-STR-AL-2500MSTR,899958
C-H PRL2A3400B42C INTERIOR 480Y/277V,899778
C-H PRL1A3400B42C INTERIOR 208Y/120V,899778
C-H 1C96616G67 (750MCM) LUGKIT for 400A stock interiors,899778
"C-H 4180B08H08 (8"" FILL PLATE)",899778
C-H DH323NRK 100A 240V SFTY SW,899785
PVC 5IN EPR COND REPAIR KIT EPR60 077956 SK4050 4/BX,899866
EPCO 15720 105W PARKING LT FX TEMPORARY LIGHT 1/BX,899752
WIRE XHHW-1-GRN-STR-AL-5000MSTR,899958
WIRE XHHW-8-GRN-STR-AL-2500MSTR,899958
WM EFSB4 4-GANG WALL BOX /PK 1/BX,899974
ADV ICN2S39T35M 120/277 FLU BALLAST,898828
"HM LIGHTING LH0365 T8 REFRIGERATION SOCKET W/ 6"" LEADS",899752
"EMF LOEB-LR93 (LH0106) BIPIN U-BACK SW PALNUT W/ 6"" LEADS & MOUNTING SCREW",899752
"HM LIGHTING LH0362 T8 ANTHONY SOCKET W/ 9"" LEADS",899752
"HM LIGHTING LH0105 BIPIN U-BACK FW PALNUT W/ 6"" LEADS",899752
HM LIGHTING LH0912 BLACK T8 CAP F/ LH0105/LH0106,899752
GE F14WT5830ECOCVG FLUORESCENT LAMP 40/CASE 73194 DELISTED 3/1/20 NO REPLACEMENT,898899
"TCPI LED17P38D35KNFL 17W LAMP LED LAMP 1/BX, 12/CS",898887
"TPZ 507 3#3-2 2HL SE STRAP SERVICE ENTRANCE CABLE STRAP 100/BX, 1000/CS",899863
WATT DSW-100-W KIT OCC SENSOR INCLUDES:    (1) DSW-100-W OCC SENSOR    (1) PJ26-W PLATE,898870
LEV 26725-402 SNAPIN CFL LMPHLDR 1/BOX 5/CASE,898809
NC LOETEK GC1-60F-HV-NW-3-GY-700 LED 480 VOLT COBRA HEAD.,899752
WIRE XHHW-3/0-GRN-19STR-CU-1000R,899958
LEV 8746-3 LAMPHOLDER 1/BOX 50/CASE,899977
NEHRING 2C4-7/W5KV L824 C PARALLELED ONE BLACK ONE BLACK W/WHITE STRIPE - 2500FT REEL,899752
CONDUIT 1 1/2 EMT *BLUE*  **YARD**,899867
"EPCO 15725 105W PARKING LT FX EPCO 15720 TIGRESS 1/BX, 10/CS",899752
GE GE454MVPS90-E-S 4L T5 BALLAST 8/CASE 94131 :DE2402 :ALT-ADV ICN4S5490C2LSG35M ELE BALLAST (4) F54T5HO 120-277V,898828
PHIL CDMR ELITE 35W/930 E26 PAR30L 6/CASE : 42648,898885
FLEX FS-6603EG TROLLEY TRACK HANGER 8/CS,899878
GE F32T825SXLSPX41E 28W FLRLMP 36/CASE 93906 *DISCONTINUED*,898899
CHAMPION 20CSW932D 2IN IPS AG .070 WALL ELBOW 90 DEGREE X 48IN RADIUS WITH 2 DEEP SOCKET PVC COUPLINGS  **YARD**,899866
MEANWELL LPV-60 24 DRIVER,899929
GRVN 52181-1 J-BOX&CND KO JUNCTION BOX AND CONDUIT KNOCKOUT 10/BX,899756
BOLT BEBAT-3.6V-900 3.6V 900MAH BATTERY FOR LEDR1,899878
LOL 9038NBK LYTESPAN GIMBAL PAR38 12NC: 912400528336 *FFA*p,898859
LOL 9038NWH LYTESPAN GIMBAL PAR38 12NC: 912400528337 *FFA*,898859
ITOOL SW-158 10K PULLING LINE SWIVEL ,899752
"ITOOL PS916-600 9/16"" DIA. X 600 FT. PULL SLICK ROPE HIGH TENSILE STRENGTH 32,000 LBS. RATED 12 STRAND SINGLE BRAIDED POLYETHYLENE FIBER, DOES NOT ABSORB WATER, DUAL FACTORY INSTALLED PULLING EYES   ",899752
ERC PSF6C 6IN STRUT SUPPORT 20/BX,899877
"FLEX FS-200SSPG20-41.25"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 41.25INCH",899752
"FLEX FS-200SSPG20-55.75"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 55.75INCH",899929
"FLEX FS-200SSPG20-8.0"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 8.0 INCH",899929
"FLEX FS-200SSPG20-72.0"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 72.0INCH",899929
"FLEX FS-200SSPG20-4.0"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 4.0 INCH",899929
FLEX FS-500SSPG20-52.0IN CUT PC1-5/8IN X 13/16IN 14 GAUGE SLOTTED 1 PC X 52.0IN,899929
"FLEX FS-200SSPG20-52.00"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 52.0INCH",899929
"FLEX FS-200SSPG20-12.0"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 12.0INCH",899929
FLEX FS-500SSPG20-4.0 CUT PC1-5/8IN X 13/16IN 14 GAUGE SLOTTED 1 PC X 4.0IN,899929
FLEX FS-500SSPG20-56.0IN CUT PC1-5/8IN X 13/16IN 14 GAUGE SLOTTED 1PC X 56.0IN,899752
FLEX FS-500SSPG20-12.0IN CUT PC1-5/8IN X 13/16IN 14 GAUGE SLOTTED 1 PC X 12.0IN,899929
"TGL LED CAB21 WHITE 21"" UNDERCABINET FIXTURE",899752
NOR NHIC-17QAT 6IN AIRTIGHT HOUSING,898838
WIRE XHHW-2/0-RED-STR-AL-1000MSTR,899958
WIRE XHHW-2/0-BLU-STR-AL-1000MSTR,899958
WIRE XHHW-2/0-WHT-STR-AL-1000MSTR,899958
WIRE XHHW-300-BRN-STR-AL-1000MSTR,899958
WIRE XHHW-300-ORG-STR-AL-1000MSTR,899958
WIRE XHHW-300-YEL-STR-AL-1000MSTR,899958
WATT WS-301-W PIR WALL SWITCH OCCUPANCY SENSOR 120/277V WHITE,898870
C-H CCV2150 2P 150A 240V CB,900017
T&B LB107 4IN LB STYLE COND BODY -/BX 1/CS,899883
T&B LB47 1-1/4IN LB STYLE COND BODY 2/BX 20/CS,899883
T&B LL47 1-1/4IN LL STYLE COND BODY 2/BX 20/CS,899883
NOR NTS-31 6IN CHR REFL TRM,898838
LSI XFLM NF LED 28 HO CW UE BRZ ,898885
WIRE NM-B-14/2-2CIRCUIT-WG-WHT- 250CL - NOTE - 2 CIRCUIT NMB,899958
GE LED13DBR40/827-120 13W LED LAMP 6/CASE 64176 :DE2311  ALT:S29615,898891
BOLT BEBAT-9.6V-900-L 9.6V 900MAH BATTERY FOR LEDCXTE-RC,899878
WIRE XHHW-600-BRN-STR-AL-2000MSTR,899958
WIRE XHHW-600-YEL-STR-AL-2000MSTR,899958
WIRE XHHW-600-ORG-STR-AL-2000MSTR,899958
WIRE XHHW-600-GRY-STR-AL-2000MSTR,899958
WIRE XHHW-400-BRN-STR-AL-2500MSTR,899958
WIRE XHHW-400-ORN-STR-AL-2500MSTR,899958
WIRE XHHW-400-YEL-STR-AL-2500MSTR,899958
"I2 224001 40"" JEWELRY CASE KIT CONSISTS OF: (1) 800-2230-4AAF 40IN LED STRIP & (1) PS24V60W-01 60W LED DRIVER PACKED AND SHIPPED TOGETHER ",898835
LITH DBE1241.5TULU PHOTOCONTROL 2009-18-14183-0,898860
CARLON B344AB 3G 44 CU IN ZIP BOX -/BX 30/CS,899756
"BERGEN RK-400PS-277 400W PULSE START HIGH BAY WORK LIGHT, LAMP INCLUDED, MULTI-TAP BALLAST PREWIRED FOR 277V WITHOUT END CORDS ",898828
JUNO T25BL T CONN LESS CVR BLK,898859
VIKING 83 1-HOLE 8/3 SEU STRAP 100/BX 500/CS,899877
WIRE XHHW-500-GRY-STR-AL-2500MSTR,899958
WIRE XHHW-1-BRN-STR-AL-2500MSTR,899958
WIRE XHHW-1-YEL-STR-AL-2500MSTR,899958
WIRE XHHW-3/0-BRN-STR-AL-2500MSTR,899958
WIRE XHHW-3/0-ORG-STR-AL-2500MSTR,899958
WIRE XHHW-3/0-YEL-STR-AL-2500MSTR,899958
WIRE XHHW-3/0-GRY-STR-AL-2500MSTR,899958
WIRE XHHW-250-RED-STR-AL-2500MSTR,899958
WIRE XHHW-250-BLU-STR-AL-2500MSTR,899958
WIRE XHHW-250-WHT-STR-AL-2500MSTR,899958
WIRE XHHW-300-GRY-STR-AL-1000MSTR,899958
ARMSTRONG 2911W 2X4 CEILING TILES 16 PER PACK 128-SQ FT/CASE,899752
LITH 6BPMW HL LED M6 KIT COMPONENT :DE2406,899752
LITH LC6LED T24 U KIT COMPONENT,899752
NC LITH OWP250M120PLPBZM4 50W MH WLPK DELISTED PER TRADE SERVICE,899752
KORD KING RAB1430080 RIGHT ANGLE NEMA 5-15 PLUG 14/3 SJTOW 105C 8' BLACK CORD WHIP 50/BOX,900009
WIRE THHN-10-BLU-19STR-CU 500PP 1000/CTN,899956
ICC IC1078E5WH MODULE CAT 5E EZ 50/BX 400/CS,899752
WIRE THHN-10-BRN-19STR-CU 500PP 1000/CTN,899956
"CABLE 12/2 MC LUMINARY 16-2 (1TPJ) (PURPLE, PINK) 12-2 (BLACK, WHITE, GREEN) 250 FT",899951
BOLT BELEDR-1-HL-B,899878
"STRUT 1-5/8"" X 3-1/4"" X 10 FT. LONG BACK TO BACK 12 GAUGE SLOTTED PRE GALV CHANNEL FS-201SSPG10 B22SHA-120GLV A1202HS 10PG",899735
"CABLE 12/2 MC LUMINARY 16-2 (1TPJ) (PURPLE, PINK) 12-2 (BLACK, WHITE, GREEN) 1000FT",899951
"CABLE 12/2 MC LUMINARY  16-2 (1TPJ) (PURPLE, PINK) 12-2 (BROWN, GRAY, GREEN) 250FT",899951
"FLEX FS-200SSPG20-18.0"" CUT PC 1-5/8"" X 1-5/8"" GAUGE SLOTTED 1 PC X 18.0 INCH",899929
"WATT DSW-301-W DUAL TECH WALL SWITCH OCCUPANCY SENSOR, 120/277V, WHITE",898870
AMERLUX HORNET-HP-A14-18-LED-BT -LOL-120-FL-2700-SN ,899752
"AE H-15118-CCCB/CB8-91 18"" WHSE PENDANT SHADE CUSTOM COLOR COBALT BLUE ",899752
CH 32C1121H01 NUMBERS TAB 1-42,899778
C-H 32C1121H04 NUMBER TABS 43-84,899778
GE LED12DP30RW83040-120 12W LED 6/CASE 42131,898885
LITH OLVTCMM6 4000K LT FX LED JELLY JAR CEILING MTG,898865
WIRE THHN-12-PUR-19STR-CU-1000PP 2000/CTN,899956
WIRE THHN-10-PUR-19STR-CU 500PP 1000/CTN,899956
GE LED12DA21/850FE 6/CASE 73404 :DE2307 :ALT-SAT S11332 20A21/LED/950/120- 277V/ND,898885
GE LED18D38OW383040 18W 40* LED 6/CASE  92967,898899
CONDUIT 1-1/4-IN EMT *RED*  **YARD**,899867
GRVN 6BC 6IN FLAT BLANK SQ CVR OUTLET BOX DEVICE RING 25/BX,899752
MEAN WELL LRS-150F-24 POWER SUPPLY,898891
IDEAL 30-3430 SIDE CUTTER W/CRMP 1/BX 1/CS *DISCONTINUED REPLACED BY 30-3435,899838
"UNIS ACORN025058EG 1/4"" X 5/8"" ACORN SLEEVE ANCHOR",899859
"UNIS HWEDGE037225EG 3/8"" X 2 1/4"" WEDGE ANCHOR ZINC PLATED",899859
ITOOL CR180 WINDOW CRIMPS - WIRE SIZE 600 - 14IN LANYARD 6/BX,899752
ITOOL CR181 WINDOW CRIMPS - WIRE SIZE 600 - 21IN LANYARD 6/BX,899752
ITOOL CR182 WINDOW CRIMPS - WIRE SIZE 600 - 28IN LANYARD 6/BX,899752
ITOOL CR183 WINDOW CRIMPS - WIRE SIZE 600 - 35IN LANYARD 6/BX,899752
WIRE THHN-12-BLK-19SOLID-CU-1250PP 2500/CTN,899956
"ANTARES GT534LC/41K T5 FLUOR 4100K 120V GEMINX FIXT :DE2409 :ALT-ANTARES GLXU34840 34"" LED LIGHTBAR",899929
WIRE XHHW-300-RED-STR-AL-1000MSTR,899958
WIRE XHHW-300-WHT-STR-AL-1000MSTR,899958
WIRE XHHW-2/0-GRN-STR-AL-2500MSTR,899958
WIRE XHHW-750-RED-STR-AL-2500MSTR,899958
WIRE XHHW-750-BLU-STR-AL-2500MSTR,899958
WIRE XHHW-750-WHT-STR-AL-2500MSTR,899958
WIRE XHHW-3/0-GRN-STR-AL-2500MSTR,899958
GRIPPLE SP2-YHG-3FT-460MM-TG (MOQ = 10 SETS = 20 GRIPPLES),898885
ARL 40RAST SNAP2IT RETROFIT CON /BX 25/CS,899752
"UNIS HHCS037125EG#5 3/8"" X 1 1/4"" HEX HEAD CAP SCREW ZINC PLATED GRADE 5",899859
C-H ECCVH150R 2P 150A 25KAIC N3R ENCLOSED CB CCVH2150/ECC225R,900017
BNH 696N WHT EXHAUST FAN COMPL  :DE2404 : ALT - BNH 688 50CFM BATHROOM FAN,898957
WIRE XHHW-2-GRN-STR-AL-5000MSTR,899958
"UNIS HHXN037EG#5 3/8"" HEX NUT GRADE 5 ZINC PLATED",899859
WAG 222-415 5 COND GREY CONN W/ ORANGE LAYERS 40/BX,899864
C-H UFHT4R2352TCH 200A 4G METER SKT,899778
LEV GFTR1-E 15A 125V SLIM TR GFCI 1/BOX 10/CASEP,899976
C-H UFHT2R2332TCH 200A 2G METER SKT,899778
C-H UFHTRS223ACH 200A MSKT UG,899778
C-H UFTE7213BCH 200A MSKT OH/UG,899778
C-H UFTH7330TCH 320A MSKT OH/UG,899778
C-H UFHTRS101BCH 125AMP MSKT OH,899778
MEANWELL LPC-20-350 LED DRIVER,898835
BOLT BEBAT-1.2V-1000MAH REPLACEMENT BATTERY,899878
WIRE THHN-500-BRN-STR-AL,899956
WIRE THHN-500-ORG-STR-AL,899956
WIRE THHN-500-YEL-STR-AL,899956
WIRE THHN 10 BRN-SOLID-CU-500S,899956
WIRE THHN 10 ORG-SOLID-CU-500S,899956
WIRE THHN 10 YEL-SOLID-CU-500S,899956
WIRE THHN 10 GRY-SOLID-CU-500S,899956
CONDUIT 1IN EMT *YELLOW*   **YARD**,899867
WIRE XHHW-1/0-BRN-STR-AL-2500MSTR,899958
WIRE XHHW-1/0-ORG-STR-AL-2500MSTR,899958
WIRE XHHW-1/0-YEL-STR-AL-2500MSTR,899958
WIRE XHHW-500-RED-STR-AL-2500MSTR,899958
WIRE XHHW-500-BLU-STR-AL-2500MSTR,899958
WIRE XHHW-500-WHT-STR-AL-2500MSTR,899958
"LITH 65BEMWLED 27K 90CRI M6 5 OR 6"" CAN RETROFIT",898860
GE LED7DP203B830/20 7W LED LAMP 6/CASE 93327 (BLACK),898885
MILB U7040-RL-TG-KK-BLG 200A MSKT METER SOCKET,899795
MILB U1980-O-KK-BLG 200A MSKT SINGLE POSITION METER SOCKET 1/BX,899795
MILB U1254-RXL-KK-K1-BLG-SLVG MSKT MULTI POSITION METER SOCKET 1/BX,899795
MILB U2594-X-BLG 320A MSKT SINGLE POSITION METER SOCKET 1/BX,899795
HUBW S1R6SPI 50 RIGHT FRPT PLT 1/BX,901165
BELD AX101326 CAT 6 BLUE JACK,899752
BELD AX101320 CAT 6+ ELECTRICAL WHITE JACK,899752
BELD AX103255 48-PORT CAT 6 2U HIGH LOADED PATCH PANEL,899752
ADV ICN4P16TLEDN35M LED DRIVER,898835
BELD AX102249 4-PORT ELECTRICAL WHITE SINGLE GANG FACEPLATE WITH ID WINDOWS,899752
WIRE XHHW-600-RED-STR-AL-2000MSTR,899958
WIRE XHHW-600-WHT-STR-AL-2000MSTR,899958
WIRE XHHW-600-BLU-STR-AL-2000MSTR,899958
GE LED7DP203W830/35 7W LED LAMP 6/CASE 93348,898885
ITOOL PS18-300 PULL SLICK -1/8IN X 300FT (2.8K LB STRENGTH),899883
ITOOL CR185 WINDOW CRIMPS - WIRE SIZE 750 - 21IN LANYARD 6/BX,899752
ITOOL CR184 WINDOW CRIMPS - WIRE SIZE 750 - 14IN LANYARD 6/BX,899752
ITOOL CR186 WINDOW CRIMPS - WIRE SIZE 750 - 28IN LANYARD 6/BX,899752
ITOOL CR187 WINDOW CRIMPS - WIRE SIZE 750 - 35IN LANYARD 6/BX,899752
BNH A70L FAN/LIGHT BATH FAN AND LIGHT 1/BX  DE2409 : ALT - BE8 ,898957
BNH AE110 BATH FAN VENTILATION FAN 1/BX,898957
BNH A80L FAN/LIGHT BATH FAN AND LIGHT 1/BX,898957
WIRE XHHW-250-BRN-STR-AL-2500MSTR,899958
WIRE XHHW-250-ORG-STR-AL-2500MSTR,899958
WIRE XHHW-250-YEL-STR-AL-2500MSTR,899958
WIRE XHHW-250-GRY-STR-AL-2500MSTR,899958
WIRE XHHW-4/0-BRN-STR-AL-1000MSTR,899958
WIRE XHHW-4/0-ORG-STR-AL-1000MSTR,899958
WIRE XHHW-4/0-YEL-STR-AL-1000MSTR,899958
WIRE XHHW-2/0-BRN-STR-AL-1000MSTR,899958
WIRE XHHW-2/0-ORG-STR-AL-1000MSTR,899958
WIRE XHHW-2/0-YEL-STR-AL-1000MSTR,899958
"UNIS HHCS050300EG#5 1/2"" X 3"" GRADE 5 HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH FULL THREAD",899859
NOR NHIC-27QAT IC QK CONN CLG HSG,898837
"C-H D3RR2T RELAY DPDT, OCTAL BASE, 10A, 24VAC COIL  ",900018
KORD KING RAB1230030 RIGHT ANGLE NEMA 5-20 PLUG 12/3 SJTOW 105C 3' BLACK CORD WHIP,901161
HUBW S1R6CVRALU ALUM COVER RCPT 1/BX,901165
CARLON B118A 1G SW BOX W/NAILS -/BX 100/CS,899758
BNH AEN80B BATH FAN 1/BX  :DE2408 : ALT-AE80B,899752
COLF BCE050Z 1/2-13 ELECTRICIANS BEAM CLAMP ZINC,899877
ITOOL CR156 WINDOW CRIMPS - WIRE SIZE 4/O - 14IN LANYARD 6/BX,899752
ITOOL CR157 WINDOW CRIMPS - WIRE SIZE 4/O - 21IN LANYARD 6/BX,899752
ITOOL CR158 WINDOW CRIMPS - WIRE SIZE 4/O - 28IN LANYARD 6/BX,899752
ITOOL CR159 WINDOW CRIMPS - WIRE SIZE 4/O - 35IN LANYARD 6/BX,899752
ITOOL CR160 WINDOW CRIMPS - WIRE SIZE 250 - 14IN LANYARD 6/BX,899752
ITOOL CR161 WINDOW CRIMPS - WIRE SIZE 250 - 21IN LANYARD 6/BX,899752
ITOOL CR162 WINDOW CRIMPS - WIRE SIZE 250 - 28IN LANYARD 6/BX,899752
ITOOL CR163 WINDOW CRIMPS - WIRE SIZE 250 - 35IN LANYARD 6/BX,899752
ITOOL CR164 WINDOW CRIMPS - WIRE SIZE 300 - 14IN LANYARD 6/BX,899752
ITOOL CR165 WINDOW CRIMPS - WIRE SIZE 300 - 21IN LANYARD 6/BX,899752
ITOOL CR166 WINDOW CRIMPS - WIRE SIZE 300 - 28IN LANYARD 6/BX,899752
ITOOL CR167 WINDOW CRIMPS - WIRE SIZE 300 - 35IN LANYARD 6/BX,899752
ITOOL CR176 WINDOW CRIMPS - WIRE SIZE 500 - 14IN LANYARD 6/BX,899838
ITOOL CR177 WINDOW CRIMPS - WIRE SIZE 500 - 21IN LANYARD 6/BX,899838
ITOOL CR178 WINDOW CRIMPS - WIRE SIZE 500 - 28IN LANYARD 6/BX,899838
ITOOL CR179 WINDOW CRIMPS - WIRE SIZE 500 - 35IN LANYARD 6/BX,899838
ITOOL PS916-1200 PULL SLICK - 9/16IN X 1200FT L (39K LB STRENGTH),899883
ITOOL SP-001 1-1/2IN L POP PIN,899752
ITOOL CR168 WINDOW CRIMPS - WIRE SIZE 350 - 14IN LANYARD 6/BX,899752
ITOOL CR169 WINDOW CRIMPS - WIRE SIZE 350 - 21IN LANYARD 6/BX,899752
ITOOL CR170 WINDOW CRIMPS - WIRE SIZE 350 - 28IN LANYARD 6/BX,899752
ITOOL CR171 WINDOW CRIMPS - WIRE SIZE 350 - 35IN LANYARD 6/BX,899752
GRVN 72181-1-1/4 3IN 4-11/16 J-BOX OUTLET BOX 25/BX,899756
WIRE XHHW-4/0-GRY-STR-AL-1000MSTR,899958
WIRE XHHW-4/0-GRN-STR-AL-1000MSTR,899958
"CAL AM 5120-60 6"" HOLLOW STEM KWIKIE PLUG W/WING NUT",899929
LUT P-BDGPRO-PKG1W DMR KIT/BRIDGE,898872
IDEAL 30-3580 8IN WIRE STPD 1000/BX 1000/CS,899838
ITOOL CR172 WINDOW CRIMPS - WIRE SIZE 400 - 14IN LANYARD 6/BX,899752
ITOOL CR173 WINDOW CRIMPS - WIRE SIZE 400 - 21IN LANYARD 6/BX,899752
ITOOL CR174 WINDOW CRIMPS - WIRE SIZE 400 - 28IN LANYARD 6/BX,899752
ITOOL CR175 WINDOW CRIMPS - WIRE SIZE 400 - 35IN LANYARD 6/BX,899752
DUAL-LITE EVCURWDI-0-WM LED EXIT SIGN WITH BATTERY COMPARTMENT,899915
DUAL-LITE CEWSRE-WM WET LOCATION LED EXIT SIGN,899752
DUAL-LITE EVODW DBL WHT LED REMOTE HEAD,899752
CWD 3532-4W FLSH MNT TEL JACK /BX 10/CS,900005
CWD TR817W-BOX TMPR RST SGL RCPT /BX 10/CS,899977
SAGE NLU435T5IS-ROHS 3 OR 4 LAMP T5 BALLAST 14-35W 120/277V         ,898828
BUR CT50300M0UG UV BLACK 11.3IN 50LB NYLON CABLE TIE,899875
"CABLE 12/2 MC LUMINARY 16-2 (1TPJ) (PURPLE, PINK) 12-2 (BROWN, GRAY, GREEN) 1000FT",899951
"I2 26"" JEWELRY CASE KIT CONSISTS OF: (1) 800-02230-26AAF 26IN LED STRIP & (1) PS24V35W-01 35W LED DRIVER PACKED AND SHIPPED TOGETHER :DE-2310: ALT-NONE ",899929
GE LED7DP203W830/20 7W LED LAMP 6/CASE 93347,898885
CABLE 12/2 MC AL STR 277V BRN/GRY 1000R,899951
SAT S2405 29W HALOGEN A19 12/CS  02405 (2 LAMPS PER PACK) DELISTED REPLACED BY S29830 S29830** :DE2310  :ALT-S29830,898891
"BRDGPORT 286-DC 2IN COUPLING CONDUIT COMBINATION COUPLING 2/BX, 20/CS",899867
CABLE 12/2 MC AL 1000R BLUE/WHITE,899951
WIRE XHHW-350-GRN-STR-AL-1000MSTR,899958
JUNO T257LED-3K-BL 70W 24.5IN LED WLL WSH FLD LT FX,898859
T&B 54162B 3/0AWG ORG 1H COP LUG 10/BX 100/CS,899830
T&B 54162T 3/0AWG ORG 1H COP LUG,899830
ITOOL CR152 WINDOW CRIMPS - WIRE SIZE 3/O - 14IN LANYARD 6/BX,899752
DUAL-LITE 9304679801 BATTERY REPLACEMENT FOR EVHC6I-WM &EVHC6I-0 EM LIGHTS,899752
FTG LR50CG 1/2 ALUM LR W/CVR&GSK 10/BX 50/CS,899752
ALLIED 1098-Z4H 1G 20.5CU IN SW BOX 50/BX ***OBSOLETE*** REPLACED BY ALLIED SB-1H 1G SLIDERBOX SW BOX 12/BX .93750,899755
WAG 221-413 TRANSPARENT 3 CONDUCTOR-ORANGE LEVER #24-#12AWG 50/BX,899752
T&B 58162T 1H STD BARREL COP LUG 10/BX 100/CS,899830
3M CT6NT40-C 6IN NY NAT CBL TIE  100/BX **NOW 40LB RATED**,899906
ITOOL CR136 WINDOW CRIMPS - WIRE SIZE 2 - 11IN LANYARD 6/BX,899752
ITOOL CR128 WINDOW CRIMPS - WIRE SIZE 4 - 11IN LANYARD 6/BX,899752
ITOOL CR148 WINDOW CRIMPS - WIRE SIZE 2/O - 14IN LANYARD 6/BX,899752
ITOOL CR124 WINDOW CRIMPS - WIRE SIZE 6 - 11IN LANYARD 6/BX,899752
ITOOL CR126 WINDOW CRIMPS - WIRE SIZE 6 - 19IN LANYARD 6/BX,899752
"WATT DSW-301-I DUAL TECH WALL SWITCH OCCUPANCY SENSOR, 120/277V, IVORY",898870
SAT S3241 7W CA5 CAND 120V CLR INCN LMP 2000/CS  03241 CA LAWFUL,898885
CROUSEH 270G 3/4 STL CVR W/GASKET 50/BX,899752
ITOOL CR140 WINDOW CRIMPS - WIRE SIZE 1 - 11IN LANYARD 6/BX,899752
ITOOL CR141 WINDOW CRIMPS - WIRE SIZE 1 - 15IN LANYARD 6/BX,899752
ITOOL CR142 WINDOW CRIMPS - WIRE SIZE 1 - 19IN LANYARD 6/BX,899752
ITOOL CR143 WINDOW CRIMPS - WIRE SIZE 1 - 23IN LANYARD 6/BX,899752
ITOOL CR129 WINDOW CRIMPS - WIRE SIZE 4 - 15IN LANYARD 6/BX,899752
BUR YC25L12 2RUN/TAP C-TAP,899841
HUBW GFWRST20W SELF TEST GF RCPT 10/BX,901165
ITOOL CR131 WINDOW CRIMPS - WIRE SIZE 4 - 23IN LANYARD 6/BX,899752
WIRE XHHW-400-RED-STR-AL-1000MSTR,899958
WIRE XHHW-400-BLU-STR-AL-1000MSTR,899958
WIRE XHHW-400-WHT-STR-AL-1000MSTR,899958
GE LED18ET8/G/4/840 18W TUBE 20/CASE 35769 4' 18W GLASS TYPE A,898885
WIRE XHHW-2-BLU-AL,899958
ITOOL CR153 WINDOW CRIMPS - WIRE SIZE 3/O - 21IN LANYARD 6/BX,899752
ITOOL CR151 WINDOW CRIMPS - WIRE SIZE 2/O - 35IN LANYARD 6/BX,899752
ITOOL CR154 WINDOW CRIMPS - WIRE SIZE 3/O - 28IN LANYARD 6/BX,899752
ITOOL CR155 WINDOW CRIMPS - WIRE SIZE 3/O - 35IN LANYARD 6/BX,899752
ITOOL CR132 WINDOW CRIMPS - WIRE SIZE 3 - 11IN LANYARD 6/BX,899752
ITOOL CR144 WINDOW CRIMPS - WIRE SIZE 1/O - 14IN LANYARD 6/BX,899752
HUBW GFTWRST20ORIG 20A IG ORG TR 10/BX,901165
CONDUIT 1IN EMT *BLUE*   **YARD**,899867
"ITOOL PS916-600 9/16"" X 600 FT. PULL SLICK ROPE ***DEMO TOOL ONLY NOT FOR SALE*** ***THIS IS A ONE DAY DEMO*** ***CONTRACTOR NET PRICE $2508***",899752
CABLE 10/2 MC AL STRANDED 1000'R,899951
DYMO 18445 COMPONENT LABEL 25/BX,899752
ITOOL CR120 WINDOW CRIMPS - WIRE SIZE 8 - 11IN LANYARD 6/BX,899752
ITOOL CR145 WINDOW CRIMPS - WIRE SIZE 1/O - 21IN LANYARD 6/BX,899752
ITOOL CR146 WINDOW CRIMPS - WIRE SIZE 1/O - 28IN LANYARD 6/BX,899752
ITOOL CR147 WINDOW CRIMPS - WIRE SIZE 1/O - 35IN LANYARD 6/BX,899752
SAT S3235 40W B11 INCAND 500/CS  03235 LUMENS MED BASE 120V :DE2304 :ALT-S21287,898891
GE LED15ET8/G/4/830 15W TUBE 20/CASE 35790,898885
BARRON TR-WB-BR EMER U TRITON W/ BATTERY BACKUP **DELISTED** ,899752
ERC STS2346 ELECTRICAL BOX BRACKET 25/BX,899877
GRVN 72181-DTA 4-11/16 DATA BOX,899752
DYMO 18444 COMPONENT LABEL 3/PK,899752
OHLS 57000R1L 6V 7000MAH 5CELL NICAD BATTERY,899752
LEV AGTR1-W 2P 15A RECEPTACLE 1/BOX 10/CASE,899976
LEV AGTR1-I 15A AFCI/GFCI 1/BOX 10/CASE,899976
SAT S2402 43W HALOGEN A19 CLEAR 12/CS  02402 (2 LAMPS PER PACK) :DE2304 :ALT-SAT S12415 8A19/CL/LED E26/930/120V,898891
IDEAL 45-615 REFLEX STRIPPER 1/BX 1/CS,899927
ARL FA101 SCREW MNT ADAPTER BOX ~/BX 25/CS,899752
"PVC 20' 3/4-IN-SCHED-40 CONDUIT 8,800/LFT  **YARD**",899866
